CUSTOMER_ID,GENDER,SENIOR_CITIZEN,PARTNER,DEPENDENTS,TENURE,PHONE_SERVICE,MULTIPLE_LINES,INTERNET_SERVICE,ONLINE_SECURITY,ONLINE_BACKUP,DEVICE_PROTECTION,TECH_SUPPORT,STREAMING_TV,STREAMING_MOVIES,CONTRACT,PAPERLESS_BILLING,PAYMENT_METHOD,MONTHLY_CHARGES,TOTAL_CHARGES,CHURN
5498-TXHLF,female,no,yes,yes,34,yes,yes,fiber_optic,no,no,yes,no,yes,no,month_to_month,no,electronic_check,87.45,2874.15,yes
0689-DSXGL,female,no,yes,yes,52,yes,no,fiber_optic,no,yes,yes,yes,no,no,month_to_month,no,bank_transfer_automatic,85.8,4433.3,no
6818-DJXAA,female,no,no,yes,10,yes,no,fiber_optic,no,no,yes,yes,yes,no,month_to_month,yes,electronic_check,91.1,964.35,no
9722-UJOJR,male,no,yes,yes,29,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.75,1974.8,yes
0464-WJTKO,female,no,yes,yes,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,20.1,1460.85,no
8902-ZEOVF,male,no,yes,yes,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.05,951.55,no
6778-EICRF,male,no,yes,yes,24,yes,yes,dsl,yes,no,no,no,yes,yes,one_year,no,mailed_check,74.8,1821.2,no
2662-NNTDK,male,no,no,no,65,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_automatic,24.8,1600.95,no
4132-KALRO,female,no,no,no,4,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month_to_month,yes,mailed_check,100.85,399.25,no
3902-FOIGH,male,yes,yes,no,12,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,101.35,1218.55,yes
6772-KSATR,male,no,no,no,1,yes,yes,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,electronic_check,81.7,81.7,yes
7112-OPOTK,male,no,no,no,33,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,68.25,2171.15,yes
2874-YXVVA,female,no,no,no,34,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,month_to_month,yes,electronic_check,105.1,3634.8,no
1245-HARPS,female,no,yes,no,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.4,292.4,no
4210-QFJMF,female,no,no,no,4,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,79.15,317.25,yes
4323-ELYYB,male,no,yes,yes,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.0,218.55,no
4293-ETKAP,female,no,yes,yes,65,yes,yes,dsl,no,yes,no,yes,yes,yes,two_year,yes,bank_transfer_automatic,79.4,5071.9,no
6064-PUPMC,male,no,yes,yes,23,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,credit_card_automatic,57.2,1423.35,no
6504-VBLFL,male,no,yes,no,55,yes,no,dsl,yes,yes,yes,no,no,no,two_year,no,electronic_check,58.6,3068.6,no
6322-PJJDJ,male,no,yes,no,49,yes,no,fiber_optic,no,yes,no,no,yes,yes,two_year,yes,electronic_check,94.8,4690.65,no
0330-BGYZE,male,no,yes,no,60,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,no,bank_transfer_automatic,102.5,6157.6,no
1085-LDWAM,female,no,yes,yes,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_automatic,20.35,1442.65,no
7586-ZATGZ,male,no,no,no,40,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,84.9,3369.05,no
7197-VOJMM,male,no,yes,no,67,yes,no,dsl,yes,yes,no,yes,no,yes,two_year,yes,credit_card_automatic,69.2,4671.65,no
3318-OSATS,male,yes,no,no,35,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,95.45,3474.05,yes
5828-AVIPD,male,no,yes,yes,19,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,yes,electronic_check,100.95,1875.55,yes
1843-TLSGD,female,no,yes,yes,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.85,272.35,no
9626-VFRGG,female,no,no,yes,41,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,bank_transfer_automatic,88.5,3645.05,no
7075-BNDVQ,female,no,no,no,4,no,no_phone_service,dsl,yes,no,yes,no,no,no,month_to_month,no,mailed_check,35.0,135.75,no
9143-CANJF,female,no,yes,yes,24,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,electronic_check,55.15,1319.85,no
7284-BUYEC,female,no,no,no,5,no,no_phone_service,dsl,no,yes,no,no,yes,yes,month_to_month,yes,credit_card_automatic,50.95,229.4,no
2041-JIJCI,female,no,no,no,5,yes,yes,dsl,no,yes,no,no,no,yes,month_to_month,yes,electronic_check,64.0,370.25,no
1086-LXKFY,female,no,yes,yes,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,69.1,69.1,yes
4900-MSOMT,female,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,no,bank_transfer_automatic,80.2,5714.2,no
2229-VWQJH,female,no,no,no,24,yes,no,dsl,no,no,yes,no,no,no,month_to_month,yes,credit_card_automatic,49.3,1233.25,no
9194-GFVOI,female,no,yes,no,42,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_automatic,84.35,3571.6,no
1336-EZFZY,female,no,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.05,83.3,no
4282-MSACW,male,no,no,no,68,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,credit_card_automatic,117.2,8035.95,no
1403-LKLIK,female,no,yes,yes,33,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.1,579.4,no
2636-ALXXZ,female,yes,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.6,69.6,yes
7774-OJSXI,male,no,no,no,31,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,103.45,3066.45,yes
7786-WBJYI,female,no,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,no,bank_transfer_automatic,77.95,305.55,yes
0136-IFMYD,male,yes,yes,no,69,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,109.95,7634.25,no
5144-TVGLP,male,yes,no,no,38,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,electronic_check,94.75,3653.0,no
9643-AVVWI,female,no,yes,yes,3,yes,no,fiber_optic,no,yes,no,yes,no,no,month_to_month,yes,electronic_check,80.0,241.3,no
0253-ZTEOB,female,no,yes,yes,48,yes,yes,dsl,no,yes,no,yes,yes,yes,two_year,no,electronic_check,79.65,3870.3,no
2706-QZIHY,female,no,yes,no,15,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.2,387.9,no
6061-PQHMK,female,no,no,no,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_automatic,19.9,527.5,no
9885-CSMWE,female,yes,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,no,electronic_check,78.45,78.45,yes
6137-MFAJN,female,no,no,no,48,no,no_phone_service,dsl,yes,yes,no,no,yes,no,month_to_month,yes,electronic_check,44.8,2104.55,no
9122-UMROB,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.3,20.3,no
4232-JGKIY,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,electronic_check,19.2,19.2,no
2402-TAIRZ,female,no,no,no,37,yes,no,fiber_optic,no,yes,yes,no,no,no,one_year,no,electronic_check,80.05,3019.1,no
9659-ZTWSM,male,yes,yes,no,66,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_automatic,107.35,7051.95,no
9139-TWBAS,female,no,yes,no,26,no,no_phone_service,dsl,yes,yes,yes,no,yes,no,one_year,no,bank_transfer_automatic,47.85,1190.5,no
6685-GBWJZ,male,no,yes,no,63,yes,no,dsl,yes,yes,no,yes,yes,no,one_year,no,credit_card_automatic,70.8,4448.8,no
5016-ETTFF,male,no,no,no,10,no,no_phone_service,dsl,no,no,yes,no,no,no,month_to_month,no,mailed_check,29.5,255.25,yes
3866-MDTUB,female,no,no,no,2,yes,no,dsl,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,70.75,146.9,yes
2195-VVRJF,male,yes,yes,no,18,yes,no,dsl,yes,no,no,no,no,yes,month_to_month,yes,credit_card_automatic,59.1,1011.05,no
3913-RDSJZ,female,no,yes,no,64,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.55,1714.95,no
8058-JMEQO,female,yes,no,no,9,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,84.45,762.5,yes
4203-QGNZA,female,no,no,yes,28,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.25,535.35,no
5043-TRZWM,female,no,no,no,1,yes,no,fiber_optic,no,no,yes,no,no,no,month_to_month,no,electronic_check,75.55,75.55,no
0697-ZMSWS,male,no,no,no,4,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,85.65,338.9,yes
7657-DYEPJ,male,yes,no,no,38,yes,no,dsl,no,yes,yes,yes,yes,no,one_year,yes,credit_card_automatic,70.15,2497.35,yes
9494-BDNNC,male,no,yes,no,66,yes,yes,fiber_optic,no,yes,yes,no,no,yes,one_year,no,electronic_check,95.3,6273.4,no
1640-PLFMP,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.25,70.25,no
5366-OBVMR,female,no,yes,no,18,yes,no,dsl,no,no,no,yes,no,no,month_to_month,yes,mailed_check,50.3,908.75,no
8276-MQBYC,male,yes,no,no,51,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,97.8,4913.3,yes
7644-OMVMY,male,no,yes,yes,0,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.85,0.0,no
7593-XFKDI,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,46.3,46.3,yes
4573-JKNAE,male,no,no,yes,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,19.35,212.3,no
0337-CNPZE,female,no,no,no,41,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,106.3,4443.45,yes
9817-APLHW,male,no,no,no,12,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,electronic_check,25.0,316.2,no
8380-MQINP,female,no,yes,yes,55,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.3,1079.05,no
0840-DFEZH,female,no,no,no,7,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,75.35,564.65,no
1513-XNPPH,female,no,no,no,12,yes,no,fiber_optic,no,no,yes,yes,no,yes,month_to_month,yes,electronic_check,89.4,1095.65,yes
8690-ZVLCL,female,no,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_automatic,88.0,6161.9,no
6015-VVHHE,female,yes,no,no,5,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,credit_card_automatic,83.15,446.05,yes
1125-SNVCK,female,yes,no,no,49,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,43.8,2106.05,no
0384-LPITE,male,no,no,no,40,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,one_year,no,credit_card_automatic,62.05,2511.55,no
4616-EWBNJ,female,no,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,20.1,318.6,no
6347-DCUIK,male,no,no,no,10,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,74.15,811.8,yes
1335-HQMKX,female,no,yes,no,72,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,101.35,7323.15,no
2545-EBUPK,female,yes,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,84.05,186.05,no
6923-AQONU,male,no,yes,yes,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.9,454.0,no
2172-EJXVF,female,yes,no,no,71,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,105.9,7521.95,no
0897-FEGMU,female,no,yes,no,11,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,99.5,1056.95,yes
7663-RGWBC,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,mailed_check,44.15,44.15,yes
1120-BMWUB,female,no,no,no,16,yes,no,dsl,no,yes,no,yes,no,no,month_to_month,yes,mailed_check,53.9,834.15,yes
9124-LHCJQ,female,no,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,mailed_check,85.45,85.45,yes
4536-PLEQY,male,no,yes,no,12,yes,no,fiber_optic,no,yes,no,no,no,yes,month_to_month,yes,credit_card_automatic,85.05,999.8,no
7029-IJEJK,female,no,no,no,54,no,no_phone_service,dsl,yes,no,no,yes,no,yes,one_year,no,bank_transfer_automatic,44.1,2369.7,no
8871-JLMHM,female,no,yes,no,68,yes,yes,fiber_optic,no,yes,yes,yes,no,no,two_year,no,credit_card_automatic,90.2,6297.65,no
2235-ZGKPT,female,no,yes,yes,4,yes,yes,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,50.85,239.55,yes
3891-PUQOD,female,no,no,yes,1,yes,no,dsl,no,no,yes,no,no,yes,month_to_month,no,electronic_check,59.2,59.2,yes
5447-VYTKW,male,no,no,no,27,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,mailed_check,53.45,1461.45,no
3623-FQBOX,male,no,no,no,21,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.95,416.4,no
0689-NKYLF,male,no,no,no,13,yes,no,fiber_optic,no,no,yes,no,yes,no,month_to_month,yes,electronic_check,83.2,1060.6,yes
8659-HDIYE,female,yes,no,no,64,yes,yes,dsl,no,yes,yes,yes,no,yes,month_to_month,no,credit_card_automatic,74.65,4869.35,no
3658-KIBGF,female,no,no,no,1,yes,no,dsl,yes,yes,no,no,no,no,month_to_month,yes,electronic_check,54.9,54.9,yes
3474-BAFSJ,male,no,yes,no,57,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,57.5,3265.95,no
5519-YLDGW,female,no,yes,no,21,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,month_to_month,yes,electronic_check,103.9,2254.2,yes
3865-ZFZIB,male,no,no,no,19,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.65,358.15,no
1855-AGAWH,male,no,yes,no,31,yes,no,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,93.8,2939.8,no
7109-CQYUZ,male,no,no,no,52,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,mailed_check,89.25,4652.4,no
1370-GGAWX,female,no,no,no,46,yes,yes,fiber_optic,no,yes,yes,no,no,yes,one_year,yes,electronic_check,94.15,4408.45,no
4680-KUTAJ,female,yes,no,no,11,yes,yes,dsl,yes,no,no,no,no,no,month_to_month,yes,electronic_check,55.6,580.8,no
5307-UVGNB,female,no,yes,yes,53,no,no_phone_service,dsl,yes,yes,yes,no,no,yes,month_to_month,yes,bank_transfer_automatic,48.7,2495.2,no
4946-EDSEW,female,no,yes,yes,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.25,180.3,yes
2883-ILGWO,male,yes,no,no,57,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month_to_month,yes,bank_transfer_automatic,104.9,5913.95,no
2516-VQRRV,female,yes,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,75.45,158.4,yes
7580-UGXNC,female,yes,no,no,2,yes,no,dsl,yes,yes,no,no,no,no,month_to_month,no,mailed_check,54.85,104.2,yes
3642-BYHDO,female,no,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,19.9,1389.35,no
9629-NHXFW,female,no,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.4,19.4,no
2696-RZVZW,male,no,yes,no,68,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,25.05,1629.2,no
5766-FTRTS,male,no,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,84.45,6033.1,no
0396-HUJBP,female,no,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.3,44.4,no
5178-LMXOP,male,yes,yes,no,1,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,95.1,95.1,yes
8879-ZKJOF,female,no,no,no,41,yes,no,dsl,yes,no,yes,yes,yes,yes,one_year,yes,bank_transfer_automatic,79.85,3320.75,no
6285-FTQBF,male,no,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,25.55,1867.7,no
8185-UPYBR,male,no,yes,no,6,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,75.5,438.0,yes
4585-HETAI,female,no,yes,yes,4,yes,no,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,electronic_check,73.75,325.45,yes
7526-BEZQB,male,no,no,no,12,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,96.05,1148.1,yes
1474-JUWSM,female,no,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,yes,one_year,yes,electronic_check,68.4,3972.25,no
3530-CRZSB,female,no,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.65,155.9,no
8498-XXGWA,female,no,yes,no,65,yes,no,dsl,yes,no,yes,no,no,no,month_to_month,yes,mailed_check,55.15,3673.15,no
9617-INGJY,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,70.6,70.6,no
0621-TSSMU,male,no,yes,no,56,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_automatic,19.95,1126.75,no
7234-KMNRQ,male,no,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.0,73.45,no
7636-PEPNS,female,no,yes,yes,58,yes,no,dsl,no,no,no,no,no,no,one_year,yes,mailed_check,44.1,2413.05,no
4683-WYDOU,male,no,yes,no,62,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,107.6,6912.7,no
9052-DHNKM,male,no,no,no,26,yes,yes,dsl,yes,yes,no,no,no,no,one_year,no,electronic_check,61.55,1581.95,no
6794-HKIAJ,male,no,no,no,62,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month_to_month,no,bank_transfer_automatic,90.7,5586.45,no
5578-NKCXI,female,no,yes,yes,58,yes,no,fiber_optic,yes,yes,no,no,yes,yes,one_year,no,credit_card_automatic,99.25,5846.65,no
1642-HMARX,female,no,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,91.7,6424.7,no
3096-WPXBT,female,no,yes,yes,61,yes,yes,fiber_optic,yes,yes,yes,no,no,yes,one_year,yes,credit_card_automatic,100.7,6018.65,no
8434-PNQZX,female,no,no,no,42,yes,yes,dsl,no,no,yes,yes,yes,yes,two_year,yes,credit_card_automatic,78.45,3373.4,no
5950-AAAGJ,male,no,no,no,18,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,no,bank_transfer_automatic,84.3,1537.9,no
4299-OPXEJ,female,no,no,no,56,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_automatic,19.55,1080.55,no
4951-UKAAQ,female,no,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,yes,month_to_month,yes,electronic_check,88.95,355.2,yes
9618-LFJRU,female,no,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_automatic,20.45,82.85,no
6693-DJWTY,female,no,no,yes,35,yes,no,dsl,yes,yes,no,no,no,no,one_year,no,credit_card_automatic,55.6,2016.45,no
0744-GKNGE,female,no,yes,yes,64,yes,yes,fiber_optic,yes,no,no,yes,no,no,month_to_month,yes,bank_transfer_automatic,86.8,5327.25,no
6447-EGDIV,female,no,no,no,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.95,683.25,no
1167-OYZJF,female,yes,yes,no,67,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_automatic,20.05,1263.05,no
2108-YKQTY,female,no,no,no,4,yes,no,dsl,no,yes,no,no,no,no,month_to_month,no,credit_card_automatic,50.7,151.3,yes
4806-DXQCE,female,yes,yes,no,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,electronic_check,113.65,7714.65,no
4918-QLLIW,male,no,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month_to_month,no,credit_card_automatic,53.4,188.7,yes
7056-IMHCC,male,yes,yes,no,53,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,101.9,5549.4,yes
4854-SSLTN,male,no,yes,yes,2,yes,no,dsl,yes,yes,no,yes,no,no,two_year,no,mailed_check,59.5,130.5,no
5294-DMSFH,female,no,yes,yes,29,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,credit_card_automatic,87.8,2621.75,no
4837-PZTIC,female,no,no,no,47,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,no,mailed_check,41.9,1875.25,no
1625-JAIIY,female,no,yes,yes,68,yes,yes,fiber_optic,no,no,no,no,yes,no,one_year,yes,electronic_check,83.0,5685.8,yes
0603-OLQDC,male,no,no,yes,12,yes,no,dsl,yes,no,no,no,yes,yes,month_to_month,yes,mailed_check,69.85,837.5,no
3272-VUHPV,female,no,yes,yes,8,yes,no,dsl,no,yes,no,yes,no,no,month_to_month,no,bank_transfer_automatic,56.3,401.5,no
4176-FXYBO,male,no,yes,no,54,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,month_to_month,no,electronic_check,109.55,6118.95,no
1063-DHQJF,male,no,yes,yes,69,yes,no,fiber_optic,no,yes,no,yes,yes,no,two_year,yes,mailed_check,92.15,6480.9,no
8663-UPDGF,female,no,no,no,26,yes,yes,dsl,yes,yes,no,no,yes,no,month_to_month,yes,bank_transfer_automatic,69.5,1800.05,no
6719-FGEDO,female,no,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,two_year,yes,bank_transfer_automatic,97.0,7104.2,no
1837-YQUCE,female,no,no,no,70,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,58.35,4214.25,no
2947-DOMLJ,male,no,no,yes,1,yes,no,dsl,yes,no,no,no,no,no,month_to_month,no,mailed_check,50.6,50.6,yes
4112-LUEIZ,male,no,no,no,10,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,89.5,863.1,yes
0369-ZGOVK,female,no,yes,yes,28,yes,no,fiber_optic,no,no,no,no,no,no,one_year,yes,bank_transfer_automatic,70.4,1992.2,no
4510-HIMLV,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.8,69.8,yes
9919-KNPOO,female,no,yes,no,21,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,94.3,1948.35,no
8749-JMNKX,male,yes,yes,no,51,yes,yes,fiber_optic,yes,no,yes,no,yes,no,month_to_month,yes,bank_transfer_automatic,93.8,4750.95,yes
7872-BAAZR,female,no,yes,yes,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,19.55,1007.9,no
9391-LMANN,male,no,no,yes,53,yes,no,fiber_optic,yes,yes,yes,no,no,yes,one_year,no,electronic_check,95.95,5036.9,no
2430-USGXP,male,no,yes,no,24,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,101.05,2391.8,yes
8174-TBVCF,female,no,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_automatic,94.8,6859.05,no
1698-XFZCI,male,no,no,no,61,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,107.75,6521.9,no
1877-HKBQX,female,no,no,no,11,yes,no,dsl,yes,no,no,yes,no,no,one_year,yes,mailed_check,54.6,617.85,no
4450-DLLMH,male,no,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_automatic,71.3,157.75,no
0428-AXXLJ,male,no,no,no,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_automatic,19.5,516.3,no
2746-DIJLO,female,no,no,no,41,yes,yes,dsl,no,yes,no,no,no,no,one_year,yes,credit_card_automatic,56.3,2364.0,no
5955-ERIHD,male,no,yes,no,18,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,94.7,1687.95,yes
0917-EZOLA,male,yes,yes,no,72,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_automatic,104.15,7689.95,yes
3508-VLHCZ,female,no,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_automatic,90.55,6239.05,no
